Data_Centre_Name,Latitude,Longitude,Climate_Zone,Cooling_System_Type,Ambient_Temperature_C,Relative_Humidity_Pct,IT_Load_MW,Server_Utilisation_Pct,WUE_Litres_Per_kWh,Data_Source,Citation,Cooling_Type_Encoded,Climate_Zone_Encoded
Nairobi,-1.3,36.8,tropical,chilled_water,24.0,86.0,500,40,0.87,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,1
Nairobi,-1.3,36.8,tropical,chilled_water,33.8,85.5,200,55,1.06,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,1
Nairobi,-1.3,36.8,tropical,chilled_water,28.4,94.7,200,95,0.98,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,1
Nairobi,-1.3,36.8,tropical,chilled_water,24.6,85.4,500,75,0.865,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,1
Nairobi,-1.3,36.8,tropical,seawater,25.5,77.0,200,40,0.199,physics_simulation,Google Environmental Report 2024; LBNL-2001637 (2024),4,1
Nairobi,-1.3,36.8,tropical,seawater,28.0,83.0,50,75,0.211,physics_simulation,Google Environmental Report 2024; LBNL-2001637 (2024),4,1
Nairobi,-1.3,36.8,tropical,seawater,26.5,79.4,200,95,0.18,physics_simulation,Google Environmental Report 2024; LBNL-2001637 (2024),4,1
Nairobi,-1.3,36.8,tropical,seawater,32.1,78.4,20,55,0.228,physics_simulation,Google Environmental Report 2024; LBNL-2001637 (2024),4,1
Nairobi,-1.3,36.8,tropical,liquid,25.8,71.7,300,95,0.271,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,1
Nairobi,-1.3,36.8,tropical,liquid,21.7,74.3,20,65,0.245,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,1
Nairobi,-1.3,36.8,tropical,liquid,24.7,96.2,100,55,0.243,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,1
Nairobi,-1.3,36.8,tropical,liquid,27.0,79.2,100,85,0.273,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,1
Moscow,55.8,37.6,continental,air_side,7.3,69.1,300,95,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,4
Moscow,55.8,37.6,continental,air_side,8.3,61.1,10,85,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,4
Moscow,55.8,37.6,continental,air_side,11.5,75.5,20,65,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,4
Moscow,55.8,37.6,continental,air_side,9.9,76.1,500,75,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,4
Moscow,55.8,37.6,continental,evaporative,10.1,60.4,20,55,0.01,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,4
Moscow,55.8,37.6,continental,evaporative,5.9,65.4,50,40,0.01,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,4
Moscow,55.8,37.6,continental,evaporative,11.6,55.8,300,75,0.083,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,4
Moscow,55.8,37.6,continental,evaporative,7.2,63.5,10,85,0.01,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,4
Moscow,55.8,37.6,continental,chilled_water,8.3,76.6,20,65,0.575,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,4
Moscow,55.8,37.6,continental,chilled_water,14.6,52.3,100,75,0.627,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,4
Moscow,55.8,37.6,continental,chilled_water,4.8,75.1,300,55,0.555,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,4
Moscow,55.8,37.6,continental,chilled_water,7.0,70.9,300,95,0.541,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,4
Moscow,55.8,37.6,continental,liquid,6.3,54.2,50,75,0.148,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,4
Moscow,55.8,37.6,continental,liquid,11.7,48.8,50,40,0.165,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,4
Moscow,55.8,37.6,continental,liquid,8.4,65.7,50,55,0.164,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,4
Moscow,55.8,37.6,continental,liquid,9.9,67.0,50,85,0.162,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,4
Kyiv,50.4,30.5,continental,air_side,6.7,59.7,200,75,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,4
Kyiv,50.4,30.5,continental,air_side,5.3,52.6,10,55,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,4
Kyiv,50.4,30.5,continental,air_side,10.0,58.2,20,95,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,4
Kyiv,50.4,30.5,continental,air_side,7.3,54.6,200,65,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,4
Kyiv,50.4,30.5,continental,evaporative,12.6,77.0,50,75,0.026,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,4
Kyiv,50.4,30.5,continental,evaporative,2.5,49.2,300,55,0.024,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,4
Kyiv,50.4,30.5,continental,evaporative,10.7,68.6,10,40,0.01,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,4
Kyiv,50.4,30.5,continental,evaporative,12.7,63.5,50,95,0.113,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,4
Kyiv,50.4,30.5,continental,chilled_water,8.8,56.8,50,85,0.519,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,4
Kyiv,50.4,30.5,continental,chilled_water,13.8,77.0,10,55,0.654,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,4
Kyiv,50.4,30.5,continental,chilled_water,11.7,53.5,20,75,0.56,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,4
Kyiv,50.4,30.5,continental,chilled_water,12.8,54.2,20,40,0.552,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,4
Kyiv,50.4,30.5,continental,liquid,6.9,52.7,10,55,0.166,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,4
Kyiv,50.4,30.5,continental,liquid,4.2,78.4,200,85,0.168,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,4
Kyiv,50.4,30.5,continental,liquid,10.2,60.6,20,95,0.165,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,4
Kyiv,50.4,30.5,continental,liquid,9.1,57.8,50,65,0.169,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,4
Vienna,48.2,16.4,temperate,air_side,20.1,65.0,100,95,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,3
Vienna,48.2,16.4,temperate,air_side,11.6,81.1,100,75,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,3
Vienna,48.2,16.4,temperate,air_side,15.7,66.5,100,55,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,3
Vienna,48.2,16.4,temperate,air_side,11.9,63.6,500,40,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,3
Vienna,48.2,16.4,temperate,evaporative,13.8,68.9,20,55,0.14,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,3
Vienna,48.2,16.4,temperate,evaporative,16.4,59.5,50,85,0.3,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,3
Vienna,48.2,16.4,temperate,evaporative,17.1,53.6,300,40,0.39,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,3
Vienna,48.2,16.4,temperate,evaporative,14.1,75.7,10,65,0.102,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,3
Vienna,48.2,16.4,temperate,chilled_water,13.2,68.7,500,85,0.609,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,3
Vienna,48.2,16.4,temperate,chilled_water,21.5,71.3,10,75,0.778,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,3
Vienna,48.2,16.4,temperate,chilled_water,11.9,72.1,50,55,0.585,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,3
Vienna,48.2,16.4,temperate,chilled_water,16.6,82.8,500,95,0.712,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,3
Vienna,48.2,16.4,temperate,liquid,11.5,64.1,50,40,0.162,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,3
Vienna,48.2,16.4,temperate,liquid,16.3,71.5,50,85,0.205,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,3
Vienna,48.2,16.4,temperate,liquid,14.1,66.4,10,75,0.196,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,3
Vienna,48.2,16.4,temperate,liquid,12.0,64.5,50,95,0.184,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,3
Budapest,47.5,19.0,temperate,air_side,15.5,61.2,100,75,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,3
Budapest,47.5,19.0,temperate,air_side,18.3,65.7,500,85,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,3
Budapest,47.5,19.0,temperate,air_side,18.4,64.1,500,55,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,3
Budapest,47.5,19.0,temperate,air_side,16.0,74.7,300,95,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,3
Budapest,47.5,19.0,temperate,evaporative,10.8,55.4,20,95,0.03,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,3
Budapest,47.5,19.0,temperate,evaporative,12.3,53.9,20,55,0.124,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,3
Budapest,47.5,19.0,temperate,evaporative,16.9,67.7,50,65,0.3,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,3
Budapest,47.5,19.0,temperate,evaporative,14.4,53.5,20,85,0.224,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,3
Budapest,47.5,19.0,temperate,chilled_water,14.0,73.4,500,95,0.627,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,3
Budapest,47.5,19.0,temperate,chilled_water,14.1,63.5,50,65,0.616,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,3
Budapest,47.5,19.0,temperate,chilled_water,14.3,73.7,300,75,0.614,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,3
Budapest,47.5,19.0,temperate,chilled_water,11.4,69.1,300,55,0.568,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,3
Budapest,47.5,19.0,temperate,liquid,17.7,71.4,20,75,0.227,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,3
Budapest,47.5,19.0,temperate,liquid,12.6,63.2,200,95,0.192,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,3
Budapest,47.5,19.0,temperate,liquid,11.6,86.2,10,85,0.21,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,3
Budapest,47.5,19.0,temperate,liquid,22.7,59.3,300,65,0.235,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,3
Warsaw,52.2,21.0,continental,air_side,9.6,65.9,500,85,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,4
Warsaw,52.2,21.0,continental,air_side,6.9,61.0,20,75,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,4
Warsaw,52.2,21.0,continental,air_side,8.2,62.6,10,40,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,4
Warsaw,52.2,21.0,continental,air_side,8.7,67.0,200,55,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,4
Warsaw,52.2,21.0,continental,evaporative,9.7,60.3,500,75,0.01,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,4
Warsaw,52.2,21.0,continental,evaporative,10.1,62.6,500,95,0.01,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,4
Warsaw,52.2,21.0,continental,evaporative,10.7,47.0,300,65,0.071,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,4
Warsaw,52.2,21.0,continental,evaporative,8.3,56.7,300,40,0.01,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,4
Warsaw,52.2,21.0,continental,chilled_water,6.8,53.7,100,40,0.516,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,4
Warsaw,52.2,21.0,continental,chilled_water,6.0,55.1,500,95,0.508,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,4
Warsaw,52.2,21.0,continental,chilled_water,3.8,59.3,200,85,0.529,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,4
Warsaw,52.2,21.0,continental,chilled_water,9.0,69.0,10,75,0.534,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,4
Warsaw,52.2,21.0,continental,liquid,11.5,56.3,10,55,0.159,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,4
Warsaw,52.2,21.0,continental,liquid,10.3,73.7,50,40,0.177,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,4
Warsaw,52.2,21.0,continental,liquid,7.6,37.8,100,85,0.142,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,4
Warsaw,52.2,21.0,continental,liquid,9.3,54.9,100,75,0.151,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,4
Algiers,36.7,3.2,mediterranean,air_side,22.9,61.0,500,40,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,7
Algiers,36.7,3.2,mediterranean,air_side,13.9,60.2,100,65,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,7
Algiers,36.7,3.2,mediterranean,air_side,15.6,57.7,100,95,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,7
Algiers,36.7,3.2,mediterranean,air_side,16.7,51.0,300,75,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,7
Algiers,36.7,3.2,mediterranean,evaporative,16.9,54.0,50,40,0.359,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,7
Algiers,36.7,3.2,mediterranean,evaporative,14.4,55.3,10,95,0.258,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,7
Algiers,36.7,3.2,mediterranean,evaporative,21.9,50.5,20,75,0.682,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,7
Algiers,36.7,3.2,mediterranean,evaporative,13.6,48.7,500,65,0.24,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,7
Algiers,36.7,3.2,mediterranean,chilled_water,17.4,50.8,50,95,0.675,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,7
Algiers,36.7,3.2,mediterranean,chilled_water,13.7,64.1,500,75,0.618,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,7
Algiers,36.7,3.2,mediterranean,chilled_water,16.7,64.5,300,85,0.671,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,7
Algiers,36.7,3.2,mediterranean,chilled_water,17.0,61.3,500,55,0.693,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,7
Algiers,36.7,3.2,mediterranean,seawater,15.3,59.9,50,85,0.121,physics_simulation,Google Environmental Report 2024; LBNL-2001637 (2024),4,7
Algiers,36.7,3.2,mediterranean,seawater,11.1,65.4,500,55,0.12,physics_simulation,Google Environmental Report 2024; LBNL-2001637 (2024),4,7
Algiers,36.7,3.2,mediterranean,seawater,18.4,49.1,300,65,0.153,physics_simulation,Google Environmental Report 2024; LBNL-2001637 (2024),4,7
Algiers,36.7,3.2,mediterranean,seawater,20.1,43.6,50,95,0.153,physics_simulation,Google Environmental Report 2024; LBNL-2001637 (2024),4,7
Algiers,36.7,3.2,mediterranean,liquid,13.7,50.4,20,55,0.167,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,7
Algiers,36.7,3.2,mediterranean,liquid,21.2,60.3,10,65,0.212,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,7
Algiers,36.7,3.2,mediterranean,liquid,12.8,51.4,200,85,0.162,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,7
Algiers,36.7,3.2,mediterranean,liquid,21.2,46.2,200,75,0.191,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,7
Casablanca,33.9,-6.9,mediterranean,air_side,23.0,69.1,100,75,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,7
Casablanca,33.9,-6.9,mediterranean,air_side,17.0,42.7,50,95,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,7
Casablanca,33.9,-6.9,mediterranean,air_side,17.9,48.0,50,55,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,7
Casablanca,33.9,-6.9,mediterranean,air_side,20.6,50.4,10,65,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,7
Casablanca,33.9,-6.9,mediterranean,evaporative,20.1,59.7,100,75,0.51,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,7
Casablanca,33.9,-6.9,mediterranean,evaporative,12.3,58.7,500,85,0.113,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,7
Casablanca,33.9,-6.9,mediterranean,evaporative,20.4,60.0,300,65,0.527,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,7
Casablanca,33.9,-6.9,mediterranean,evaporative,21.3,65.7,10,95,0.537,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,7
Casablanca,33.9,-6.9,mediterranean,chilled_water,13.8,56.7,300,55,0.608,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,7
Casablanca,33.9,-6.9,mediterranean,chilled_water,15.5,48.2,200,40,0.608,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,7
Casablanca,33.9,-6.9,mediterranean,chilled_water,15.3,34.3,100,65,0.585,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,7
Casablanca,33.9,-6.9,mediterranean,chilled_water,20.8,67.3,200,85,0.775,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,7
Casablanca,33.9,-6.9,mediterranean,seawater,13.9,45.6,10,95,0.116,physics_simulation,Google Environmental Report 2024; LBNL-2001637 (2024),4,7
Casablanca,33.9,-6.9,mediterranean,seawater,17.1,58.8,20,65,0.143,physics_simulation,Google Environmental Report 2024; LBNL-2001637 (2024),4,7
Casablanca,33.9,-6.9,mediterranean,seawater,23.7,54.4,50,85,0.172,physics_simulation,Google Environmental Report 2024; LBNL-2001637 (2024),4,7
Casablanca,33.9,-6.9,mediterranean,seawater,21.3,65.0,50,40,0.157,physics_simulation,Google Environmental Report 2024; LBNL-2001637 (2024),4,7
Casablanca,33.9,-6.9,mediterranean,liquid,19.1,63.7,100,40,0.2,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,7
Casablanca,33.9,-6.9,mediterranean,liquid,16.3,61.8,50,65,0.195,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,7
Casablanca,33.9,-6.9,mediterranean,liquid,17.3,49.6,50,55,0.177,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,7
Casablanca,33.9,-6.9,mediterranean,liquid,20.8,59.1,50,75,0.21,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,7
Cape Town,-33.9,18.4,mediterranean,air_side,19.9,40.0,300,55,0.019,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,7
Cape Town,-33.9,18.4,mediterranean,air_side,20.6,46.3,50,95,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,7
Cape Town,-33.9,18.4,mediterranean,air_side,18.1,61.2,20,75,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,7
Cape Town,-33.9,18.4,mediterranean,air_side,19.1,54.4,300,65,0.015,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,7
Cape Town,-33.9,18.4,mediterranean,evaporative,19.0,55.7,200,95,0.49,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,7
Cape Town,-33.9,18.4,mediterranean,evaporative,18.6,48.3,10,65,0.499,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,7
Cape Town,-33.9,18.4,mediterranean,evaporative,21.3,67.1,200,85,0.551,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,7
Cape Town,-33.9,18.4,mediterranean,evaporative,25.5,56.9,20,40,0.8,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,7
Cape Town,-33.9,18.4,mediterranean,chilled_water,21.5,55.2,100,65,0.758,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,7
Cape Town,-33.9,18.4,mediterranean,chilled_water,19.9,59.4,100,95,0.727,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,7
Cape Town,-33.9,18.4,mediterranean,chilled_water,11.8,55.2,500,40,0.527,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,7
Cape Town,-33.9,18.4,mediterranean,chilled_water,17.0,50.2,500,75,0.654,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,7
Cape Town,-33.9,18.4,mediterranean,seawater,13.9,59.7,300,95,0.11,physics_simulation,Google Environmental Report 2024; LBNL-2001637 (2024),4,7
Cape Town,-33.9,18.4,mediterranean,seawater,16.1,49.3,100,85,0.132,physics_simulation,Google Environmental Report 2024; LBNL-2001637 (2024),4,7
Cape Town,-33.9,18.4,mediterranean,seawater,16.8,64.0,300,40,0.153,physics_simulation,Google Environmental Report 2024; LBNL-2001637 (2024),4,7
Cape Town,-33.9,18.4,mediterranean,seawater,19.1,54.4,500,75,0.149,physics_simulation,Google Environmental Report 2024; LBNL-2001637 (2024),4,7
Cape Town,-33.9,18.4,mediterranean,liquid,17.8,50.6,200,75,0.217,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,7
Cape Town,-33.9,18.4,mediterranean,liquid,23.5,64.7,300,40,0.217,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,7
Cape Town,-33.9,18.4,mediterranean,liquid,15.7,52.9,300,65,0.206,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,7
Cape Town,-33.9,18.4,mediterranean,liquid,20.4,58.7,100,95,0.23,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,7
Jeddah,21.4,39.8,desert,air_side,29.1,23.4,300,75,0.062,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,8
Jeddah,21.4,39.8,desert,air_side,28.2,12.1,20,40,0.069,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,8
Jeddah,21.4,39.8,desert,air_side,32.2,12.8,200,85,0.084,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,8
Jeddah,21.4,39.8,desert,air_side,30.8,36.0,20,55,0.031,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,8
Jeddah,21.4,39.8,desert,evaporative,32.7,16.9,100,40,1.413,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,8
Jeddah,21.4,39.8,desert,evaporative,36.3,14.0,200,75,1.641,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,8
Jeddah,21.4,39.8,desert,evaporative,29.1,27.5,100,95,1.171,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,8
Jeddah,21.4,39.8,desert,evaporative,30.1,17.3,500,65,1.301,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,8
Jeddah,21.4,39.8,desert,chilled_water,33.7,14.4,100,95,0.915,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,8
Jeddah,21.4,39.8,desert,chilled_water,31.3,21.9,200,85,0.877,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,8
Jeddah,21.4,39.8,desert,chilled_water,30.8,36.8,300,55,0.892,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,8
Jeddah,21.4,39.8,desert,chilled_water,32.1,10.0,10,40,0.87,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,8
Jeddah,21.4,39.8,desert,seawater,32.5,28.3,20,55,0.189,physics_simulation,Google Environmental Report 2024; LBNL-2001637 (2024),4,8
Jeddah,21.4,39.8,desert,seawater,31.5,15.0,100,40,0.17,physics_simulation,Google Environmental Report 2024; LBNL-2001637 (2024),4,8
Jeddah,21.4,39.8,desert,seawater,33.8,20.3,10,65,0.178,physics_simulation,Google Environmental Report 2024; LBNL-2001637 (2024),4,8
Jeddah,21.4,39.8,desert,seawater,32.2,19.1,50,85,0.166,physics_simulation,Google Environmental Report 2024; LBNL-2001637 (2024),4,8
Jeddah,21.4,39.8,desert,liquid,31.8,26.9,100,40,0.236,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,8
Jeddah,21.4,39.8,desert,liquid,36.1,28.6,200,85,0.275,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,8
Jeddah,21.4,39.8,desert,liquid,30.0,16.2,300,55,0.214,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,8
Jeddah,21.4,39.8,desert,liquid,36.3,22.0,10,65,0.253,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,8
Southampton,50.9,-1.4,oceanic,air_side,15.4,65.7,20,65,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,5
Southampton,50.9,-1.4,oceanic,air_side,14.2,77.5,300,85,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,5
Southampton,50.9,-1.4,oceanic,air_side,12.9,62.0,300,40,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,5
Southampton,50.9,-1.4,oceanic,air_side,10.8,75.3,500,95,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,5
Southampton,50.9,-1.4,oceanic,evaporative,12.9,88.1,10,40,0.01,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,5
